224715.001025779,-16025.641025641,33376.5507051774,5341.88034188034,0,0,0,0,0,0,0,0,-258091.551730957,-21367.5213675214,0,0,0,0,0,0,0,0
-16025.641025641,2022.32031595487,-5341.88034188034,-256.99454035645,0,0,0,0,0,0,0,0,21367.5213675214,58.4871262314631,0,0,0,0,0,0,0,0
33376.5507051774,-5341.88034188034,517635.450744877,0,49204.256564274,5341.88034188034,0,0,0,0,0,0,-274345.454864766,21367.5213675214,-325870.803149562,-21367.5213675214,0,0,0,0,0,0
5341.88034188034,-256.99454035645,0,3713.17130581337,-5341.88034188034,-966.163781173435,0,0,0,0,0,0,-21367.5213675214,-67.7290546206974,21367.5213675214,-873.1994072524,0,0,0,0,0,0
0,0,49204.256564274,-5341.88034188034,234362.480832971,0,26369.0123285247,5341.88034188034,0,0,0,0,0,0,-106913.75453345,21367.5213675214,-203021.995192319,-21367.5213675214,0,0,0,0
0,0,5341.88034188034,-966.163781173435,0,9940.5940927005,-5341.88034188034,-815.658555001866,0,0,0,0,0,0,-21367.5213675214,4124.33895023876,21367.5213675214,-28.2126947002968,0,0,0,0
0,0,0,0,26369.0123285247,-5341.88034188034,130633.757423669,0,28673.2160974504,5341.88034188034,0,0,0,0,0,0,-95818.242038972,21367.5213675214,-89857.7438106716,-21367.5213675214,0,0
0,0,0,0,5341.88034188034,-815.658555001866,0,12173.4590332043,-5341.88034188034,-920.893625577085,0,0,0,0,0,0,-21367.5213675214,2788.10002612306,21367.5213675214,3365.24193694536,0,0
0,0,0,0,0,0,28673.2160974504,-5341.88034188034,-3229301.10272814,0,-747892.849215981,5341.88034188034,0,0,0,0,0,0,-211595.311257694,21367.5213675214,4160116.04710436,-21367.5213675214
0,0,0,0,0,0,5341.88034188034,-920.893625577085,0,-6774.76096398029,-5341.88034188034,-2900.49528654888,0,0,0,0,0,0,-21367.5213675214,-167.24393040129,21367.5213675214,10213.4005349993
0,0,0,0,0,0,0,0,-747892.849215981,-5341.88034188034,-111234.013564907,16025.641025641,0,0,0,0,0,0,0,0,859126.862780888,21367.5213675214
0,0,0,0,0,0,0,0,5341.88034188034,-2900.49528654888,16025.641025641,7306.96049605055,0,0,0,0,0,0,0,0,-21367.5213675214,6660.52654505163
-258091.551730957,21367.5213675214,-274345.454864766,-21367.5213675214,0,0,0,0,0,0,0,0,532437.006595723,1.81898940354586e-12,0,0,0,0,0,0,0,0
-21367.5213675214,58.4871262314633,21367.5213675214,-67.7290546206972,0,0,0,0,0,0,0,0,0,6884.71337218746,0,0,0,0,0,0,0,0
0,0,-325870.803149562,21367.5213675214,-106913.75453345,-21367.5213675214,0,0,0,0,0,0,0,0,432784.557683012,-1.81898940354586e-12,0,0,0,0,0,0
0,0,-21367.5213675214,-873.1994072524,21367.5213675214,4124.33895023876,0,0,0,0,0,0,0,0,0,18630.7574218246,0,0,0,0,0,0
0,0,0,0,-203021.995192319,21367.5213675214,-95818.242038972,-21367.5213675214,0,0,0,0,0,0,0,0,298840.237231291,-1.81898940354586e-12,0,0,0,0
0,0,0,0,-21367.5213675214,-28.2126947002967,21367.5213675214,2788.10002612306,0,0,0,0,0,0,0,0,0,14924.4724096978,0,0,0,0
0,0,0,0,0,0,-89857.7438106716,21367.5213675214,-211595.311257694,-21367.5213675214,0,0,0,0,0,0,0,0,301453.055068366,0,0,0
0,0,0,0,0,0,-21367.5213675214,3365.24193694536,21367.5213675214,-167.24393040129,0,0,0,0,0,0,0,0,0,16710.881742065,0,0
0,0,0,0,0,0,0,0,4160116.04710436,21367.5213675214,859126.862780889,-21367.5213675214,0,0,0,0,0,0,0,0,-5019242.90988525,0
0,0,0,0,0,0,0,0,-21367.5213675214,10213.4005349993,21367.5213675214,6660.52654505163,0,0,0,0,0,0,0,0,0,2245.55049169563
