99608.6537025724,-16025.641025641,-99608.6537025724,-16025.641025641,0,0,0,0,0,0,0,0
-16025.641025641,3696.7182215258,16025.641025641,1459.88536132287,0,0,0,0,0,0,0,0
-99608.6537025724,16025.641025641,130906.509422694,-3.63797880709171e-12,-31297.8557201218,-16025.641025641,0,0,0,0,0,0
-16025.641025641,1459.88536132287,0,14719.0411288036,16025.641025641,5389.09981633042,0,0,0,0,0,0
0,0,-31297.8557201218,16025.641025641,70024.5308224587,3.63797880709171e-12,-38726.6751023369,-16025.641025641,0,0,0,0
0,0,-16025.641025641,5389.09981633042,0,19965.1921331042,16025.641025641,4320.40058001407,0,0,0,0
0,0,0,0,-38726.6751023369,16025.641025641,73126.222577381,-3.63797880709171e-12,-34399.5474750441,-16025.641025641,0,0
0,0,0,0,-16025.641025641,4320.40058001407,0,18986.747923566,16025.641025641,4887.78111371716,0,0
0,0,0,0,0,0,-34399.5474750441,16025.641025641,70219.3784049047,0,-35819.8309298605,-16025.641025641
0,0,0,0,0,0,-16025.641025641,4887.78111371716,0,19696.7490440306,16025.641025641,4686.73783251901
0,0,0,0,0,0,0,0,-35819.8309298605,16025.641025641,35819.8309298605,16025.641025641
0,0,0,0,0,0,0,0,-16025.641025641,4686.73783251901,16025.641025641,9652.87034629094
