22090.1924322253,1844.37439422819,-2170.80117203993,-8869.22459035627,1856.41552387121,-771.568169602295,0,0,0,0,0,0,-5451.46673967472,910.146067471071,-2484.63358845761,-7769.50110219428,922.187197114094,-1085.40058601997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844.37439422819,544.391985066,-0.0644763341981515,-2791.37807733659,240.997532921097,0.0983105015304161,0,0,0,0,0,0,1869.19088022249,295.603494035494,-0.121862196284612,-922.187197114094,132.283432286743,0.0880280289523473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2170.80117203993,-0.0644763341981515,544.418440875656,-1282.82200662438,-0.110022831802917,241.202572870201,0,0,0,0,0,0,2368.22259264434,0.0864711370487214,295.394845094741,1085.40058601997,0.0880280289523473,132.260585468736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8869.22459035627,-2791.37807733659,-1282.82200662438,72408.6017888414,20.5637743633101,-4151.17522967529,-8637.06075906103,2866.08558042169,-264.316267411277,0,0,0,-22125.9263468847,-1401.7096034898,-1341.02750453101,-21157.2385728049,-43.8618415401399,-4679.62457047728,-11619.1515197346,1411.99149067146,-734.560110306635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856.41552387121,240.997532921097,-0.110022831802917,20.5637743633101,913.544592351945,0.0993485779107479,-1910.559252593,275.297999203088,0.0470202041989973,0,0,0,1401.7096034898,132.04958292187,-0.131626521543239,43.861841540139,478.80460034946,0.0144924002292598,-1411.99149067146,137.124176959569,0.0807881710071503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-771.568169602295,0.0983105015304161,241.202572870201,-4151.17522967529,0.0993485779107479,913.428166024253,-1832.46878603734,-0.161313129134336,275.480730047315,0,0,0,1341.02750453101,-0.131626521543239,132.063742076268,4679.62457047727,0.01449240022926,478.414388339278,734.560110306635,0.0807881710071503,137.228885349714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-8637.06075906103,-1910.559252593,-1832.46878603734,51147.0800804672,868.25767254553,-4431.78571792287,-13958.5812495334,2904.01465596111,-227.333824544749,0,0,0,-16943.0121282231,-976.330925835888,-1518.63636961966,-4077.78896909841,308.9311054502,-4587.87596630222,-7530.63697455119,1410.45976210866,-697.256489341771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2866.08558042169,275.297999203088,-0.161313129134336,868.25767254553,1257.92307001379,0.0666960374305627,-2991.28331124426,325.203860076969,0.0504661809084394,0,0,0,976.330925835888,137.146505906055,-0.102703639920214,-308.9311054502,626.97069778185,0.0705113964252506,-1410.45976210866,162.150867063008,0.0763431542902973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-264.316267411277,0.0470202041989973,275.480730047315,-4431.78571792287,0.0666960374305627,1257.91586184557,-2107.66683992951,-0.157867152424894,325.419818819106,0,0,0,1518.63636961966,-0.102703639920214,137.046840584973,4587.87596630222,0.0705113964252511,626.598431473549,697.256489341771,0.0763431542902973,162.231317274248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-13958.5812495334,-2991.28331124426,-2107.66683992951,38506.0752622918,-3074.37844298806,-3274.8459940683,0,0,0,0,0,0,-23358.4971983875,-1537.18922149403,-1637.42299703415,-1188.99681437077,-1620.28435323783,-2804.60215117294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
