32684.3421817783,2898.90079974536,-2616.65469885057,-6411.67737022629,2848.09414824175,-1195.31959685808,-16322.0854773946,1449.45039987268,-1308.32734942528,-9950.57933415734,1500.2570513763,-2729.66245141777
2898.90079974536,605.055709651526,-0.120790407929775,-2236.49644969351,319.856507693321,0.0914071297486501,-1449.45039987268,164.298943955345,0.111245996216126,787.046049820829,311.293957271804,-0.0818627180350009
-2616.65469885057,-0.120790407929775,605.036371162769,-1336.22752678202,-0.116926203584683,320.05887780889,1308.32734942528,0.111245996216126,164.32569725391,2644.5548762073,0.126470615298332,311.084172346427
-6411.67737022629,-2236.49644969351,-1336.22752678202,25118.8121836415,-2185.6897981899,-2757.5626287745,-6911.238405131,-1042.03824759133,-2800.11641637973,-11795.8964082842,-1092.84489909495,-1378.78131438725
2848.09414824175,319.856507693321,-0.116926203584683,-2185.6897981899,676.013575493552,0.0878866644341417,-1755.2492491468,346.89081927245,0.124697710637999,1092.84489909495,164.400097759361,-0.0956581714874575
-1195.31959685808,0.0914071297486501,320.05887780889,-2757.5626287745,0.0878866644341417,676.059381616383,2574.10091124534,-0.0836356226953343,346.682411671445,1378.78131438725,-0.0956581714874575,164.360329121967
-16322.0854773946,-1449.45039987268,1308.32734942528,-6911.238405131,-1755.2492491468,2574.10091124534,28095.8459811561,-2898.90079974536,2616.65469885057,-4862.52209863048,-2593.10195047124,1350.88113703051
1449.45039987268,164.298943955345,0.111245996216126,-1042.03824759133,346.89081927245,-0.0836356226953343,-2898.90079974536,712.333586428006,-0.118113851897408,2491.48864746402,338.000265734389,0.0905034783766167
-1308.32734942528,0.111245996216126,164.32569725391,-2800.11641637973,0.124697710637999,346.682411671445,2616.65469885057,-0.118113851897408,712.312168591196,1491.78906695445,-0.117829854956717,338.20333787364
-9950.57933415734,787.046049820829,2644.5548762073,-11795.8964082842,1092.84489909495,1378.78131438725,-4862.52209863048,2491.48864746402,1491.78906695445,26608.997841072,2185.6897981899,2757.5626287745
1500.2570513763,311.293957271804,0.126470615298332,-1092.84489909495,164.400097759361,-0.0956581714874575,-2593.10195047124,338.000265734389,-0.117829854956717,2185.6897981899,641.173412977947,0.0870174111458418
-2729.66245141777,-0.0818627180350009,311.084172346427,-1378.78131438725,-0.0956581714874575,164.360329121967,1350.88113703051,0.0905034783766167,338.20333787364,2757.5626287745,0.0870174111458418,641.219894401468
